ORDEN,NOMBRE REGIÓN,Código Región,NOMBRE PROVINCIA,Código Provincia,NOMBRE COMUNA,Código Comuna,Edad,Hombres,Mujeres,TOTAL
0,PAÍS,PAÍS,PAÍS,PAÍS,PAÍS,PAÍS,Total País,8601989,8972014,17574003
1,PAÍS,PAÍS,PAÍS,PAÍS,PAÍS,PAÍS,0 a 4,594059,572087,1166146
2,PAÍS,PAÍS,PAÍS,PAÍS,PAÍS,PAÍS,5 a 9,618121,592068,1210189
3,PAÍS,PAÍS,PAÍS,PAÍS,PAÍS,PAÍS,10 a 14,585855,561560,1147415
4,PAÍS,PAÍS,PAÍS,PAÍS,PAÍS,PAÍS,15 a 19,636064,608633,1244697
5,PAÍS,PAÍS,PAÍS,PAÍS,PAÍS,PAÍS,20 a 24,702706,685116,1387822
6,PAÍS,PAÍS,PAÍS,PAÍS,PAÍS,PAÍS,25 a 29,742265,731885,1474150
7,PAÍS,PAÍS,PAÍS,PAÍS,PAÍS,PAÍS,30 a 34,645359,648278,1293637
8,PAÍS,PAÍS,PAÍS,PAÍS,PAÍS,PAÍS,35 a 39,595608,612169,1207777
9,PAÍS,PAÍS,PAÍS,PAÍS,PAÍS,PAÍS,40 a 44,586674,611829,1198503
10,PAÍS,PAÍS,PAÍS,PAÍS,PAÍS,PAÍS,45 a 49,562483,598280,1160763
11,PAÍS,PAÍS,PAÍS,PAÍS,PAÍS,PAÍS,50 a 54,569852,615102,1184954
12,PAÍS,PAÍS,PAÍS,PAÍS,PAÍS,PAÍS,55 a 59,499406,548373,1047779
13,PAÍS,PAÍS,PAÍS,PAÍS,PAÍS,PAÍS,60 a 64,399562,447353,846915
14,PAÍS,PAÍS,PAÍS,PAÍS,PAÍS,PAÍS,65 a 69,303259,349743,653002
15,PAÍS,PAÍS,PAÍS,PAÍS,PAÍS,PAÍS,70 a 74,232909,283000,515909
16,PAÍS,PAÍS,PAÍS,PAÍS,PAÍS,PAÍS,75 a 79,155526,208063,363589
17,PAÍS,PAÍS,PAÍS,PAÍS,PAÍS,PAÍS,80 a 84,94996,144450,239446
18,PAÍS,PAÍS,PAÍS,PAÍS,PAÍS,PAÍS,85 a 89,53469,98332,151801
19,PAÍS,PAÍS,PAÍS,PAÍS,PAÍS,PAÍS,90 a 94,18029,40854,58883
20,PAÍS,PAÍS,PAÍS,PAÍS,PAÍS,PAÍS,95 a 99,4188,11668,15856
21,PAÍS,PAÍS,PAÍS,PAÍS,PAÍS,PAÍS,100 o más,1599,3171,4770
22,ARICA Y PARINACOTA,15,ARICA,151,ARICA,15101,Total Comunal,109389,111975,221364
23,ARICA Y PARINACOTA,15,ARICA,151,ARICA,15101,0 a 4,8123,7770,15893
24,ARICA Y PARINACOTA,15,ARICA,151,ARICA,15101,5 a 9,8697,8347,17044
25,ARICA Y PARINACOTA,15,ARICA,151,ARICA,15101,10 a 14,7956,7770,15726
26,ARICA Y PARINACOTA,15,ARICA,151,ARICA,15101,15 a 19,9168,8008,17176
27,ARICA Y PARINACOTA,15,ARICA,151,ARICA,15101,20 a 24,9391,8652,18043
28,ARICA Y PARINACOTA,15,ARICA,151,ARICA,15101,25 a 29,9377,8797,18174
29,ARICA Y PARINACOTA,15,ARICA,151,ARICA,15101,30 a 34,8192,8306,16498
30,ARICA Y PARINACOTA,15,ARICA,151,ARICA,15101,35 a 39,7343,7707,15050
31,ARICA Y PARINACOTA,15,ARICA,151,ARICA,15101,40 a 44,7143,7607,14750
32,ARICA Y PARINACOTA,15,ARICA,151,ARICA,15101,45 a 49,6596,7224,13820
33,ARICA Y PARINACOTA,15,ARICA,151,ARICA,15101,50 a 54,6201,7122,13323
34,ARICA Y PARINACOTA,15,ARICA,151,ARICA,15101,55 a 59,5481,6176,11657
35,ARICA Y PARINACOTA,15,ARICA,151,ARICA,15101,60 a 64,5035,5138,10173
36,ARICA Y PARINACOTA,15,ARICA,151,ARICA,15101,65 a 69,3770,4310,8080
37,ARICA Y PARINACOTA,15,ARICA,151,ARICA,15101,70 a 74,3033,3502,6535
38,ARICA Y PARINACOTA,15,ARICA,151,ARICA,15101,75 a 79,1904,2356,4260
39,ARICA Y PARINACOTA,15,ARICA,151,ARICA,15101,80 a 84,1108,1629,2737
40,ARICA Y PARINACOTA,15,ARICA,151,ARICA,15101,85 a 89,619,999,1618
41,ARICA Y PARINACOTA,15,ARICA,151,ARICA,15101,90 a 94,208,396,604
42,ARICA Y PARINACOTA,15,ARICA,151,ARICA,15101,95 a 99,34,119,153
43,ARICA Y PARINACOTA,15,ARICA,151,ARICA,15101,100 o más,10,40,50
44,ARICA Y PARINACOTA,15,ARICA,151,CAMARONES,15102,Total Comunal,726,529,1255
45,ARICA Y PARINACOTA,15,ARICA,151,CAMARONES,15102,0 a 4,32,29,61
46,ARICA Y PARINACOTA,15,ARICA,151,CAMARONES,15102,5 a 9,38,30,68
47,ARICA Y PARINACOTA,15,ARICA,151,CAMARONES,15102,10 a 14,34,31,65
48,ARICA Y PARINACOTA,15,ARICA,151,CAMARONES,15102,15 a 19,29,20,49
49,ARICA Y PARINACOTA,15,ARICA,151,CAMARONES,15102,20 a 24,46,26,72
50,ARICA Y PARINACOTA,15,ARICA,151,CAMARONES,15102,25 a 29,65,39,104
51,ARICA Y PARINACOTA,15,ARICA,151,CAMARONES,15102,30 a 34,52,41,93
52,ARICA Y PARINACOTA,15,ARICA,151,CAMARONES,15102,35 a 39,51,33,84
53,ARICA Y PARINACOTA,15,ARICA,151,CAMARONES,15102,40 a 44,59,30,89
54,ARICA Y PARINACOTA,15,ARICA,151,CAMARONES,15102,45 a 49,48,34,82
55,ARICA Y PARINACOTA,15,ARICA,151,CAMARONES,15102,50 a 54,56,40,96
56,ARICA Y PARINACOTA,15,ARICA,151,CAMARONES,15102,55 a 59,57,41,98
57,ARICA Y PARINACOTA,15,ARICA,151,CAMARONES,15102,60 a 64,54,34,88
58,ARICA Y PARINACOTA,15,ARICA,151,CAMARONES,15102,65 a 69,39,42,81
59,ARICA Y PARINACOTA,15,ARICA,151,CAMARONES,15102,70 a 74,28,27,55
60,ARICA Y PARINACOTA,15,ARICA,151,CAMARONES,15102,75 a 79,20,11,31
61,ARICA Y PARINACOTA,15,ARICA,151,CAMARONES,15102,80 a 84,10,8,18
62,ARICA Y PARINACOTA,15,ARICA,151,CAMARONES,15102,85 a 89,5,7,12
63,ARICA Y PARINACOTA,15,ARICA,151,CAMARONES,15102,90 a 94,2,4,6
64,ARICA Y PARINACOTA,15,ARICA,151,CAMARONES,15102,95 a 99,0,2,2
65,ARICA Y PARINACOTA,15,ARICA,151,CAMARONES,15102,100 o más,1,0,1
66,ARICA Y PARINACOTA,15,PARINACOTA,152,PUTRE,15201,Total Comunal,2054,711,2765
67,ARICA Y PARINACOTA,15,PARINACOTA,152,PUTRE,15201,0 a 4,42,38,80
68,ARICA Y PARINACOTA,15,PARINACOTA,152,PUTRE,15201,5 a 9,44,44,88
69,ARICA Y PARINACOTA,15,PARINACOTA,152,PUTRE,15201,10 a 14,45,37,82
70,ARICA Y PARINACOTA,15,PARINACOTA,152,PUTRE,15201,15 a 19,465,27,492
71,ARICA Y PARINACOTA,15,PARINACOTA,152,PUTRE,15201,20 a 24,243,52,295
72,ARICA Y PARINACOTA,15,PARINACOTA,152,PUTRE,15201,25 a 29,191,59,250
73,ARICA Y PARINACOTA,15,PARINACOTA,152,PUTRE,15201,30 a 34,189,65,254
74,ARICA Y PARINACOTA,15,PARINACOTA,152,PUTRE,15201,35 a 39,189,54,243
75,ARICA Y PARINACOTA,15,PARINACOTA,152,PUTRE,15201,40 a 44,164,57,221
76,ARICA Y PARINACOTA,15,PARINACOTA,152,PUTRE,15201,45 a 49,126,45,171
77,ARICA Y PARINACOTA,15,PARINACOTA,152,PUTRE,15201,50 a 54,95,38,133
78,ARICA Y PARINACOTA,15,PARINACOTA,152,PUTRE,15201,55 a 59,91,39,130
79,ARICA Y PARINACOTA,15,PARINACOTA,152,PUTRE,15201,60 a 64,54,37,91
80,ARICA Y PARINACOTA,15,PARINACOTA,152,PUTRE,15201,65 a 69,35,29,64
81,ARICA Y PARINACOTA,15,PARINACOTA,152,PUTRE,15201,70 a 74,29,28,57
82,ARICA Y PARINACOTA,15,PARINACOTA,152,PUTRE,15201,75 a 79,26,28,54
83,ARICA Y PARINACOTA,15,PARINACOTA,152,PUTRE,15201,80 a 84,15,17,32
84,ARICA Y PARINACOTA,15,PARINACOTA,152,PUTRE,15201,85 a 89,9,12,21
85,ARICA Y PARINACOTA,15,PARINACOTA,152,PUTRE,15201,90 a 94,1,3,4
86,ARICA Y PARINACOTA,15,PARINACOTA,152,PUTRE,15201,95 a 99,1,1,2
87,ARICA Y PARINACOTA,15,PARINACOTA,152,PUTRE,15201,100 o más,0,1,1
88,ARICA Y PARINACOTA,15,PARINACOTA,152,GENERAL LAGOS,15202,Total Comunal,412,272,684
89,ARICA Y PARINACOTA,15,PARINACOTA,152,GENERAL LAGOS,15202,0 a 4,16,25,41
90,ARICA Y PARINACOTA,15,PARINACOTA,152,GENERAL LAGOS,15202,5 a 9,18,16,34
91,ARICA Y PARINACOTA,15,PARINACOTA,152,GENERAL LAGOS,15202,10 a 14,15,13,28
92,ARICA Y PARINACOTA,15,PARINACOTA,152,GENERAL LAGOS,15202,15 a 19,27,14,41
93,ARICA Y PARINACOTA,15,PARINACOTA,152,GENERAL LAGOS,15202,20 a 24,48,10,58
94,ARICA Y PARINACOTA,15,PARINACOTA,152,GENERAL LAGOS,15202,25 a 29,48,12,60
95,ARICA Y PARINACOTA,15,PARINACOTA,152,GENERAL LAGOS,15202,30 a 34,36,14,50
96,ARICA Y PARINACOTA,15,PARINACOTA,152,GENERAL LAGOS,15202,35 a 39,33,22,55
97,ARICA Y PARINACOTA,15,PARINACOTA,152,GENERAL LAGOS,15202,40 a 44,24,25,49
98,ARICA Y PARINACOTA,15,PARINACOTA,152,GENERAL LAGOS,15202,45 a 49,27,12,39
99,ARICA Y PARINACOTA,15,PARINACOTA,152,GENERAL LAGOS,15202,50 a 54,17,24,41
100,ARICA Y PARINACOTA,15,PARINACOTA,152,GENERAL LAGOS,15202,55 a 59,24,21,45
101,ARICA Y PARINACOTA,15,PARINACOTA,152,GENERAL LAGOS,15202,60 a 64,25,19,44
102,ARICA Y PARINACOTA,15,PARINACOTA,152,GENERAL LAGOS,15202,65 a 69,19,15,34
103,ARICA Y PARINACOTA,15,PARINACOTA,152,GENERAL LAGOS,15202,70 a 74,16,17,33
104,ARICA Y PARINACOTA,15,PARINACOTA,152,GENERAL LAGOS,15202,75 a 79,11,4,15
105,ARICA Y PARINACOTA,15,PARINACOTA,152,GENERAL LAGOS,15202,80 a 84,4,6,10
106,ARICA Y PARINACOTA,15,PARINACOTA,152,GENERAL LAGOS,15202,85 a 89,3,3,6
107,ARICA Y PARINACOTA,15,PARINACOTA,152,GENERAL LAGOS,15202,90 a 94,1,0,1
108,ARICA Y PARINACOTA,15,PARINACOTA,152,GENERAL LAGOS,15202,95 a 99,0,0,0
109,ARICA Y PARINACOTA,15,PARINACOTA,152,GENERAL LAGOS,15202,100 o más,0,0,0
110,TARAPACÁ,1,IQUIQUE,11,IQUIQUE,1101,Total Comunal,94897,96571,191468
111,TARAPACÁ,1,IQUIQUE,11,IQUIQUE,1101,0 a 4,7186,6685,13871
112,TARAPACÁ,1,IQUIQUE,11,IQUIQUE,1101,5 a 9,7200,6937,14137
113,TARAPACÁ,1,IQUIQUE,11,IQUIQUE,1101,10 a 14,6410,6170,12580
114,TARAPACÁ,1,IQUIQUE,11,IQUIQUE,1101,15 a 19,6597,6201,12798
115,TARAPACÁ,1,IQUIQUE,11,IQUIQUE,1101,20 a 24,7574,7444,15018
116,TARAPACÁ,1,IQUIQUE,11,IQUIQUE,1101,25 a 29,8896,8745,17641
117,TARAPACÁ,1,IQUIQUE,11,IQUIQUE,1101,30 a 34,8180,8237,16417
118,TARAPACÁ,1,IQUIQUE,11,IQUIQUE,1101,35 a 39,7393,7644,15037
119,TARAPACÁ,1,IQUIQUE,11,IQUIQUE,1101,40 a 44,6586,6717,13303
120,TARAPACÁ,1,IQUIQUE,11,IQUIQUE,1101,45 a 49,5696,5919,11615
121,TARAPACÁ,1,IQUIQUE,11,IQUIQUE,1101,50 a 54,5591,5887,11478
122,TARAPACÁ,1,IQUIQUE,11,IQUIQUE,1101,55 a 59,5052,5488,10540
123,TARAPACÁ,1,IQUIQUE,11,IQUIQUE,1101,60 a 64,4613,4690,9303
124,TARAPACÁ,1,IQUIQUE,11,IQUIQUE,1101,65 a 69,3089,3373,6462
125,TARAPACÁ,1,IQUIQUE,11,IQUIQUE,1101,70 a 74,2208,2343,4551
126,TARAPACÁ,1,IQUIQUE,11,IQUIQUE,1101,75 a 79,1236,1648,2884
127,TARAPACÁ,1,IQUIQUE,11,IQUIQUE,1101,80 a 84,744,1155,1899
128,TARAPACÁ,1,IQUIQUE,11,IQUIQUE,1101,85 a 89,439,803,1242
129,TARAPACÁ,1,IQUIQUE,11,IQUIQUE,1101,90 a 94,161,377,538
130,TARAPACÁ,1,IQUIQUE,11,IQUIQUE,1101,95 a 99,31,93,124
131,TARAPACÁ,1,IQUIQUE,11,IQUIQUE,1101,100 o más,15,15,30
132,TARAPACÁ,1,IQUIQUE,11,ALTO HOSPICIO,1107,Total Comunal,54206,54169,108375
133,TARAPACÁ,1,IQUIQUE,11,ALTO HOSPICIO,1107,0 a 4,5365,5134,10499
134,TARAPACÁ,1,IQUIQUE,11,ALTO HOSPICIO,1107,5 a 9,5492,5145,10637
135,TARAPACÁ,1,IQUIQUE,11,ALTO HOSPICIO,1107,10 a 14,4862,4687,9549
136,TARAPACÁ,1,IQUIQUE,11,ALTO HOSPICIO,1107,15 a 19,4836,4767,9603
137,TARAPACÁ,1,IQUIQUE,11,ALTO HOSPICIO,1107,20 a 24,5050,4857,9907
138,TARAPACÁ,1,IQUIQUE,11,ALTO HOSPICIO,1107,25 a 29,5005,4999,10004
139,TARAPACÁ,1,IQUIQUE,11,ALTO HOSPICIO,1107,30 a 34,4284,4320,8604
140,TARAPACÁ,1,IQUIQUE,11,ALTO HOSPICIO,1107,35 a 39,3801,3994,7795
141,TARAPACÁ,1,IQUIQUE,11,ALTO HOSPICIO,1107,40 a 44,3369,3607,6976
142,TARAPACÁ,1,IQUIQUE,11,ALTO HOSPICIO,1107,45 a 49,3087,3366,6453
143,TARAPACÁ,1,IQUIQUE,11,ALTO HOSPICIO,1107,50 a 54,3015,3004,6019
144,TARAPACÁ,1,IQUIQUE,11,ALTO HOSPICIO,1107,55 a 59,2253,2240,4493
145,TARAPACÁ,1,IQUIQUE,11,ALTO HOSPICIO,1107,60 a 64,1655,1565,3220
146,TARAPACÁ,1,IQUIQUE,11,ALTO HOSPICIO,1107,65 a 69,1003,1000,2003
147,TARAPACÁ,1,IQUIQUE,11,ALTO HOSPICIO,1107,70 a 74,589,685,1274
148,TARAPACÁ,1,IQUIQUE,11,ALTO HOSPICIO,1107,75 a 79,277,376,653
149,TARAPACÁ,1,IQUIQUE,11,ALTO HOSPICIO,1107,80 a 84,145,228,373
150,TARAPACÁ,1,IQUIQUE,11,ALTO HOSPICIO,1107,85 a 89,76,131,207
151,TARAPACÁ,1,IQUIQUE,11,ALTO HOSPICIO,1107,90 a 94,25,45,70
152,TARAPACÁ,1,IQUIQUE,11,ALTO HOSPICIO,1107,95 a 99,8,13,21
153,TARAPACÁ,1,IQUIQUE,11,ALTO HOSPICIO,1107,100 o más,9,6,15
154,TARAPACÁ,1,DEL TAMARUGAL,14,POZO ALMONTE,1401,Total Comunal,8987,6724,15711
155,TARAPACÁ,1,DEL TAMARUGAL,14,POZO ALMONTE,1401,0 a 4,617,636,1253
156,TARAPACÁ,1,DEL TAMARUGAL,14,POZO ALMONTE,1401,5 a 9,641,644,1285
157,TARAPACÁ,1,DEL TAMARUGAL,14,POZO ALMONTE,1401,10 a 14,526,555,1081
158,TARAPACÁ,1,DEL TAMARUGAL,14,POZO ALMONTE,1401,15 a 19,848,543,1391
159,TARAPACÁ,1,DEL TAMARUGAL,14,POZO ALMONTE,1401,20 a 24,764,466,1230
160,TARAPACÁ,1,DEL TAMARUGAL,14,POZO ALMONTE,1401,25 a 29,800,568,1368
161,TARAPACÁ,1,DEL TAMARUGAL,14,POZO ALMONTE,1401,30 a 34,819,585,1404
162,TARAPACÁ,1,DEL TAMARUGAL,14,POZO ALMONTE,1401,35 a 39,749,497,1246
163,TARAPACÁ,1,DEL TAMARUGAL,14,POZO ALMONTE,1401,40 a 44,705,439,1144
164,TARAPACÁ,1,DEL TAMARUGAL,14,POZO ALMONTE,1401,45 a 49,544,346,890
165,TARAPACÁ,1,DEL TAMARUGAL,14,POZO ALMONTE,1401,50 a 54,536,314,850
166,TARAPACÁ,1,DEL TAMARUGAL,14,POZO ALMONTE,1401,55 a 59,462,327,789
167,TARAPACÁ,1,DEL TAMARUGAL,14,POZO ALMONTE,1401,60 a 64,366,284,650
168,TARAPACÁ,1,DEL TAMARUGAL,14,POZO ALMONTE,1401,65 a 69,220,161,381
169,TARAPACÁ,1,DEL TAMARUGAL,14,POZO ALMONTE,1401,70 a 74,190,133,323
170,TARAPACÁ,1,DEL TAMARUGAL,14,POZO ALMONTE,1401,75 a 79,99,100,199
171,TARAPACÁ,1,DEL TAMARUGAL,14,POZO ALMONTE,1401,80 a 84,65,74,139
172,TARAPACÁ,1,DEL TAMARUGAL,14,POZO ALMONTE,1401,85 a 89,26,32,58
173,TARAPACÁ,1,DEL TAMARUGAL,14,POZO ALMONTE,1401,90 a 94,8,15,23
174,TARAPACÁ,1,DEL TAMARUGAL,14,POZO ALMONTE,1401,95 a 99,1,4,5
175,TARAPACÁ,1,DEL TAMARUGAL,14,POZO ALMONTE,1401,100 o más,1,1,2
176,TARAPACÁ,1,DEL TAMARUGAL,14,CAMIÑA,1402,Total Comunal,657,593,1250
177,TARAPACÁ,1,DEL TAMARUGAL,14,CAMIÑA,1402,0 a 4,50,41,91
178,TARAPACÁ,1,DEL TAMARUGAL,14,CAMIÑA,1402,5 a 9,43,58,101
179,TARAPACÁ,1,DEL TAMARUGAL,14,CAMIÑA,1402,10 a 14,40,43,83
180,TARAPACÁ,1,DEL TAMARUGAL,14,CAMIÑA,1402,15 a 19,46,45,91
181,TARAPACÁ,1,DEL TAMARUGAL,14,CAMIÑA,1402,20 a 24,42,40,82
182,TARAPACÁ,1,DEL TAMARUGAL,14,CAMIÑA,1402,25 a 29,44,41,85
183,TARAPACÁ,1,DEL TAMARUGAL,14,CAMIÑA,1402,30 a 34,41,30,71
184,TARAPACÁ,1,DEL TAMARUGAL,14,CAMIÑA,1402,35 a 39,25,38,63
185,TARAPACÁ,1,DEL TAMARUGAL,14,CAMIÑA,1402,40 a 44,55,35,90
186,TARAPACÁ,1,DEL TAMARUGAL,14,CAMIÑA,1402,45 a 49,44,39,83
187,TARAPACÁ,1,DEL TAMARUGAL,14,CAMIÑA,1402,50 a 54,45,37,82
188,TARAPACÁ,1,DEL TAMARUGAL,14,CAMIÑA,1402,55 a 59,40,31,71
189,TARAPACÁ,1,DEL TAMARUGAL,14,CAMIÑA,1402,60 a 64,34,27,61
190,TARAPACÁ,1,DEL TAMARUGAL,14,CAMIÑA,1402,65 a 69,27,25,52
191,TARAPACÁ,1,DEL TAMARUGAL,14,CAMIÑA,1402,70 a 74,28,22,50
192,TARAPACÁ,1,DEL TAMARUGAL,14,CAMIÑA,1402,75 a 79,21,21,42
193,TARAPACÁ,1,DEL TAMARUGAL,14,CAMIÑA,1402,80 a 84,16,12,28
194,TARAPACÁ,1,DEL TAMARUGAL,14,CAMIÑA,1402,85 a 89,10,3,13
195,TARAPACÁ,1,DEL TAMARUGAL,14,CAMIÑA,1402,90 a 94,3,4,7
196,TARAPACÁ,1,DEL TAMARUGAL,14,CAMIÑA,1402,95 a 99,2,1,3
197,TARAPACÁ,1,DEL TAMARUGAL,14,CAMIÑA,1402,100 o más,1,0,1
198,TARAPACÁ,1,DEL TAMARUGAL,14,COLCHANE,1403,Total Comunal,995,733,1728
199,TARAPACÁ,1,DEL TAMARUGAL,14,COLCHANE,1403,0 a 4,41,42,83
200,TARAPACÁ,1,DEL TAMARUGAL,14,COLCHANE,1403,5 a 9,43,37,80
201,TARAPACÁ,1,DEL TAMARUGAL,14,COLCHANE,1403,10 a 14,42,47,89
202,TARAPACÁ,1,DEL TAMARUGAL,14,COLCHANE,1403,15 a 19,71,41,112
203,TARAPACÁ,1,DEL TAMARUGAL,14,COLCHANE,1403,20 a 24,98,61,159
204,TARAPACÁ,1,DEL TAMARUGAL,14,COLCHANE,1403,25 a 29,122,71,193
205,TARAPACÁ,1,DEL TAMARUGAL,14,COLCHANE,1403,30 a 34,98,49,147
206,TARAPACÁ,1,DEL TAMARUGAL,14,COLCHANE,1403,35 a 39,83,60,143
207,TARAPACÁ,1,DEL TAMARUGAL,14,COLCHANE,1403,40 a 44,77,44,121
208,TARAPACÁ,1,DEL TAMARUGAL,14,COLCHANE,1403,45 a 49,58,48,106
209,TARAPACÁ,1,DEL TAMARUGAL,14,COLCHANE,1403,50 a 54,48,56,104
210,TARAPACÁ,1,DEL TAMARUGAL,14,COLCHANE,1403,55 a 59,43,45,88
211,TARAPACÁ,1,DEL TAMARUGAL,14,COLCHANE,1403,60 a 64,59,35,94
212,TARAPACÁ,1,DEL TAMARUGAL,14,COLCHANE,1403,65 a 69,39,38,77
213,TARAPACÁ,1,DEL TAMARUGAL,14,COLCHANE,1403,70 a 74,29,26,55
214,TARAPACÁ,1,DEL TAMARUGAL,14,COLCHANE,1403,75 a 79,27,15,42
215,TARAPACÁ,1,DEL TAMARUGAL,14,COLCHANE,1403,80 a 84,9,10,19
216,TARAPACÁ,1,DEL TAMARUGAL,14,COLCHANE,1403,85 a 89,5,4,9
217,TARAPACÁ,1,DEL TAMARUGAL,14,COLCHANE,1403,90 a 94,2,3,5
218,TARAPACÁ,1,DEL TAMARUGAL,14,COLCHANE,1403,95 a 99,1,1,2
219,TARAPACÁ,1,DEL TAMARUGAL,14,COLCHANE,1403,100 o más,0,0,0
220,TARAPACÁ,1,DEL TAMARUGAL,14,HUARA,1404,Total Comunal,1501,1229,2730
221,TARAPACÁ,1,DEL TAMARUGAL,14,HUARA,1404,0 a 4,98,102,200
222,TARAPACÁ,1,DEL TAMARUGAL,14,HUARA,1404,5 a 9,130,95,225
223,TARAPACÁ,1,DEL TAMARUGAL,14,HUARA,1404,10 a 14,96,100,196
224,TARAPACÁ,1,DEL TAMARUGAL,14,HUARA,1404,15 a 19,76,71,147
225,TARAPACÁ,1,DEL TAMARUGAL,14,HUARA,1404,20 a 24,98,78,176
226,TARAPACÁ,1,DEL TAMARUGAL,14,HUARA,1404,25 a 29,113,101,214
227,TARAPACÁ,1,DEL TAMARUGAL,14,HUARA,1404,30 a 34,107,87,194
228,TARAPACÁ,1,DEL TAMARUGAL,14,HUARA,1404,35 a 39,103,71,174
229,TARAPACÁ,1,DEL TAMARUGAL,14,HUARA,1404,40 a 44,85,64,149
230,TARAPACÁ,1,DEL TAMARUGAL,14,HUARA,1404,45 a 49,108,68,176
231,TARAPACÁ,1,DEL TAMARUGAL,14,HUARA,1404,50 a 54,100,84,184
232,TARAPACÁ,1,DEL TAMARUGAL,14,HUARA,1404,55 a 59,100,55,155
233,TARAPACÁ,1,DEL TAMARUGAL,14,HUARA,1404,60 a 64,74,79,153
234,TARAPACÁ,1,DEL TAMARUGAL,14,HUARA,1404,65 a 69,77,59,136
235,TARAPACÁ,1,DEL TAMARUGAL,14,HUARA,1404,70 a 74,52,48,100
236,TARAPACÁ,1,DEL TAMARUGAL,14,HUARA,1404,75 a 79,44,26,70
237,TARAPACÁ,1,DEL TAMARUGAL,14,HUARA,1404,80 a 84,20,16,36
238,TARAPACÁ,1,DEL TAMARUGAL,14,HUARA,1404,85 a 89,12,16,28
239,TARAPACÁ,1,DEL TAMARUGAL,14,HUARA,1404,90 a 94,6,6,12
240,TARAPACÁ,1,DEL TAMARUGAL,14,HUARA,1404,95 a 99,1,3,4
241,TARAPACÁ,1,DEL TAMARUGAL,14,HUARA,1404,100 o más,1,0,1
242,TARAPACÁ,1,DEL TAMARUGAL,14,PICA,1405,Total Comunal,6550,2746,9296
243,TARAPACÁ,1,DEL TAMARUGAL,14,PICA,1405,0 a 4,196,199,395
244,TARAPACÁ,1,DEL TAMARUGAL,14,PICA,1405,5 a 9,223,191,414
245,TARAPACÁ,1,DEL TAMARUGAL,14,PICA,1405,10 a 14,183,171,354
246,TARAPACÁ,1,DEL TAMARUGAL,14,PICA,1405,15 a 19,178,155,333
247,TARAPACÁ,1,DEL TAMARUGAL,14,PICA,1405,20 a 24,291,175,466
248,TARAPACÁ,1,DEL TAMARUGAL,14,PICA,1405,25 a 29,740,285,1025
249,TARAPACÁ,1,DEL TAMARUGAL,14,PICA,1405,30 a 34,902,228,1130
250,TARAPACÁ,1,DEL TAMARUGAL,14,PICA,1405,35 a 39,907,198,1105
251,TARAPACÁ,1,DEL TAMARUGAL,14,PICA,1405,40 a 44,827,176,1003
252,TARAPACÁ,1,DEL TAMARUGAL,14,PICA,1405,45 a 49,728,185,913
253,TARAPACÁ,1,DEL TAMARUGAL,14,PICA,1405,50 a 54,517,134,651
254,TARAPACÁ,1,DEL TAMARUGAL,14,PICA,1405,55 a 59,324,151,475
255,TARAPACÁ,1,DEL TAMARUGAL,14,PICA,1405,60 a 64,208,121,329
256,TARAPACÁ,1,DEL TAMARUGAL,14,PICA,1405,65 a 69,115,122,237
257,TARAPACÁ,1,DEL TAMARUGAL,14,PICA,1405,70 a 74,91,83,174
258,TARAPACÁ,1,DEL TAMARUGAL,14,PICA,1405,75 a 79,58,74,132
259,TARAPACÁ,1,DEL TAMARUGAL,14,PICA,1405,80 a 84,27,46,73
260,TARAPACÁ,1,DEL TAMARUGAL,14,PICA,1405,85 a 89,21,33,54
261,TARAPACÁ,1,DEL TAMARUGAL,14,PICA,1405,90 a 94,11,10,21
262,TARAPACÁ,1,DEL TAMARUGAL,14,PICA,1405,95 a 99,3,6,9
263,TARAPACÁ,1,DEL TAMARUGAL,14,PICA,1405,100 o más,0,3,3
264,ANTOFAGASTA,2,ANTOFAGASTA,21,ANTOFAGASTA,2101,Total Comunal,181846,180027,361873
265,ANTOFAGASTA,2,ANTOFAGASTA,21,ANTOFAGASTA,2101,0 a 4,12815,12422,25237
266,ANTOFAGASTA,2,ANTOFAGASTA,21,ANTOFAGASTA,2101,5 a 9,13581,13023,26604
267,ANTOFAGASTA,2,ANTOFAGASTA,21,ANTOFAGASTA,2101,10 a 14,12462,11957,24419
268,ANTOFAGASTA,2,ANTOFAGASTA,21,ANTOFAGASTA,2101,15 a 19,14146,13084,27230
269,ANTOFAGASTA,2,ANTOFAGASTA,21,ANTOFAGASTA,2101,20 a 24,17015,16068,33083
270,ANTOFAGASTA,2,ANTOFAGASTA,21,ANTOFAGASTA,2101,25 a 29,17765,16367,34132
271,ANTOFAGASTA,2,ANTOFAGASTA,21,ANTOFAGASTA,2101,30 a 34,15352,14280,29632
272,ANTOFAGASTA,2,ANTOFAGASTA,21,ANTOFAGASTA,2101,35 a 39,14031,13612,27643
273,ANTOFAGASTA,2,ANTOFAGASTA,21,ANTOFAGASTA,2101,40 a 44,13618,13209,26827
274,ANTOFAGASTA,2,ANTOFAGASTA,21,ANTOFAGASTA,2101,45 a 49,11862,11514,23376
275,ANTOFAGASTA,2,ANTOFAGASTA,21,ANTOFAGASTA,2101,50 a 54,10745,10633,21378
276,ANTOFAGASTA,2,ANTOFAGASTA,21,ANTOFAGASTA,2101,55 a 59,9311,9612,18923
