ORDEN,NOMBRE REGIÓN,Código Región,NOMBRE PROVINCIA,Código Provincia,NOMBRE COMUNA,Código Comuna,Edad,Hombres,Mujeres,TOTAL
5488,BIOBÍO,8,ÑUBLE * desde sept. 2018 región ÑUBLE,84,SAN NICOLÁS *,8419,45 a 49,459,444,903
5489,BIOBÍO,8,ÑUBLE * desde sept. 2018 región ÑUBLE,84,SAN NICOLÁS *,8419,50 a 54,485,444,929
5490,BIOBÍO,8,ÑUBLE * desde sept. 2018 región ÑUBLE,84,SAN NICOLÁS *,8419,55 a 59,391,380,771
5491,BIOBÍO,8,ÑUBLE * desde sept. 2018 región ÑUBLE,84,SAN NICOLÁS *,8419,60 a 64,367,346,713
5492,BIOBÍO,8,ÑUBLE * desde sept. 2018 región ÑUBLE,84,SAN NICOLÁS *,8419,65 a 69,292,289,581
5493,BIOBÍO,8,ÑUBLE * desde sept. 2018 región ÑUBLE,84,SAN NICOLÁS *,8419,70 a 74,236,227,463
5494,BIOBÍO,8,ÑUBLE * desde sept. 2018 región ÑUBLE,84,SAN NICOLÁS *,8419,75 a 79,149,163,312
5495,BIOBÍO,8,ÑUBLE * desde sept. 2018 región ÑUBLE,84,SAN NICOLÁS *,8419,80 a 84,78,104,182
5496,BIOBÍO,8,ÑUBLE * desde sept. 2018 región ÑUBLE,84,SAN NICOLÁS *,8419,85 a 89,52,57,109
5497,BIOBÍO,8,ÑUBLE * desde sept. 2018 región ÑUBLE,84,SAN NICOLÁS *,8419,90 a 94,12,23,35
5498,BIOBÍO,8,ÑUBLE * desde sept. 2018 región ÑUBLE,84,SAN NICOLÁS *,8419,95 a 99,4,5,9
5499,BIOBÍO,8,ÑUBLE * desde sept. 2018 región ÑUBLE,84,SAN NICOLÁS *,8419,100 o más,0,1,1
5500,BIOBÍO,8,ÑUBLE * desde sept. 2018 región ÑUBLE,84,TREGUACO *,8420,Total Comunal,2703,2698,5401
5501,BIOBÍO,8,ÑUBLE * desde sept. 2018 región ÑUBLE,84,TREGUACO *,8420,0 a 4,161,138,299
5502,BIOBÍO,8,ÑUBLE * desde sept. 2018 región ÑUBLE,84,TREGUACO *,8420,5 a 9,167,151,318
5503,BIOBÍO,8,ÑUBLE * desde sept. 2018 región ÑUBLE,84,TREGUACO *,8420,10 a 14,188,178,366
5504,BIOBÍO,8,ÑUBLE * desde sept. 2018 región ÑUBLE,84,TREGUACO *,8420,15 a 19,187,151,338
5505,BIOBÍO,8,ÑUBLE * desde sept. 2018 región ÑUBLE,84,TREGUACO *,8420,20 a 24,132,145,277
5506,BIOBÍO,8,ÑUBLE * desde sept. 2018 región ÑUBLE,84,TREGUACO *,8420,25 a 29,154,171,325
5507,BIOBÍO,8,ÑUBLE * desde sept. 2018 región ÑUBLE,84,TREGUACO *,8420,30 a 34,123,166,289
5508,BIOBÍO,8,ÑUBLE * desde sept. 2018 región ÑUBLE,84,TREGUACO *,8420,35 a 39,136,181,317
5509,BIOBÍO,8,ÑUBLE * desde sept. 2018 región ÑUBLE,84,TREGUACO *,8420,40 a 44,199,197,396
5510,BIOBÍO,8,ÑUBLE * desde sept. 2018 región ÑUBLE,84,TREGUACO *,8420,45 a 49,212,218,430
5511,BIOBÍO,8,ÑUBLE * desde sept. 2018 región ÑUBLE,84,TREGUACO *,8420,50 a 54,231,196,427
5512,BIOBÍO,8,ÑUBLE * desde sept. 2018 región ÑUBLE,84,TREGUACO *,8420,55 a 59,196,192,388
5513,BIOBÍO,8,ÑUBLE * desde sept. 2018 región ÑUBLE,84,TREGUACO *,8420,60 a 64,175,174,349
5514,BIOBÍO,8,ÑUBLE * desde sept. 2018 región ÑUBLE,84,TREGUACO *,8420,65 a 69,147,129,276
5515,BIOBÍO,8,ÑUBLE * desde sept. 2018 región ÑUBLE,84,TREGUACO *,8420,70 a 74,113,106,219
5516,BIOBÍO,8,ÑUBLE * desde sept. 2018 región ÑUBLE,84,TREGUACO *,8420,75 a 79,99,89,188
5517,BIOBÍO,8,ÑUBLE * desde sept. 2018 región ÑUBLE,84,TREGUACO *,8420,80 a 84,52,52,104
5518,BIOBÍO,8,ÑUBLE * desde sept. 2018 región ÑUBLE,84,TREGUACO *,8420,85 a 89,26,41,67
5519,BIOBÍO,8,ÑUBLE * desde sept. 2018 región ÑUBLE,84,TREGUACO *,8420,90 a 94,3,20,23
5520,BIOBÍO,8,ÑUBLE * desde sept. 2018 región ÑUBLE,84,TREGUACO *,8420,95 a 99,2,2,4
5521,BIOBÍO,8,ÑUBLE * desde sept. 2018 región ÑUBLE,84,TREGUACO *,8420,100 o más,0,1,1
5522,BIOBÍO,8,ÑUBLE * desde sept. 2018 región ÑUBLE,84,YUNGAY *,8421,Total Comunal,8964,8823,17787
5523,BIOBÍO,8,ÑUBLE * desde sept. 2018 región ÑUBLE,84,YUNGAY *,8421,0 a 4,526,496,1022
5524,BIOBÍO,8,ÑUBLE * desde sept. 2018 región ÑUBLE,84,YUNGAY *,8421,5 a 9,628,587,1215
5525,BIOBÍO,8,ÑUBLE * desde sept. 2018 región ÑUBLE,84,YUNGAY *,8421,10 a 14,629,580,1209
5526,BIOBÍO,8,ÑUBLE * desde sept. 2018 región ÑUBLE,84,YUNGAY *,8421,15 a 19,550,517,1067
5527,BIOBÍO,8,ÑUBLE * desde sept. 2018 región ÑUBLE,84,YUNGAY *,8421,20 a 24,527,530,1057
5528,BIOBÍO,8,ÑUBLE * desde sept. 2018 región ÑUBLE,84,YUNGAY *,8421,25 a 29,636,663,1299
5529,BIOBÍO,8,ÑUBLE * desde sept. 2018 región ÑUBLE,84,YUNGAY *,8421,30 a 34,564,488,1052
5530,BIOBÍO,8,ÑUBLE * desde sept. 2018 región ÑUBLE,84,YUNGAY *,8421,35 a 39,537,576,1113
5531,BIOBÍO,8,ÑUBLE * desde sept. 2018 región ÑUBLE,84,YUNGAY *,8421,40 a 44,652,636,1288
5532,BIOBÍO,8,ÑUBLE * desde sept. 2018 región ÑUBLE,84,YUNGAY *,8421,45 a 49,688,703,1391
5533,BIOBÍO,8,ÑUBLE * desde sept. 2018 región ÑUBLE,84,YUNGAY *,8421,50 a 54,744,649,1393
5534,BIOBÍO,8,ÑUBLE * desde sept. 2018 región ÑUBLE,84,YUNGAY *,8421,55 a 59,602,547,1149
5535,BIOBÍO,8,ÑUBLE * desde sept. 2018 región ÑUBLE,84,YUNGAY *,8421,60 a 64,460,480,940
5536,BIOBÍO,8,ÑUBLE * desde sept. 2018 región ÑUBLE,84,YUNGAY *,8421,65 a 69,398,388,786
5537,BIOBÍO,8,ÑUBLE * desde sept. 2018 región ÑUBLE,84,YUNGAY *,8421,70 a 74,291,313,604
5538,BIOBÍO,8,ÑUBLE * desde sept. 2018 región ÑUBLE,84,YUNGAY *,8421,75 a 79,258,268,526
5539,BIOBÍO,8,ÑUBLE * desde sept. 2018 región ÑUBLE,84,YUNGAY *,8421,80 a 84,158,199,357
5540,BIOBÍO,8,ÑUBLE * desde sept. 2018 región ÑUBLE,84,YUNGAY *,8421,85 a 89,85,124,209
5541,BIOBÍO,8,ÑUBLE * desde sept. 2018 región ÑUBLE,84,YUNGAY *,8421,90 a 94,22,57,79
5542,BIOBÍO,8,ÑUBLE * desde sept. 2018 región ÑUBLE,84,YUNGAY *,8421,95 a 99,2,21,23
5543,BIOBÍO,8,ÑUBLE * desde sept. 2018 región ÑUBLE,84,YUNGAY *,8421,100 o más,7,1,8
5544,LA ARAUCANÍA,9,CAUTÍN,91,TEMUCO,9101,Total Comunal,134289,148126,282415
5545,LA ARAUCANÍA,9,CAUTÍN,91,TEMUCO,9101,0 a 4,9569,9160,18729
5546,LA ARAUCANÍA,9,CAUTÍN,91,TEMUCO,9101,5 a 9,9582,9190,18772
5547,LA ARAUCANÍA,9,CAUTÍN,91,TEMUCO,9101,10 a 14,9160,8780,17940
5548,LA ARAUCANÍA,9,CAUTÍN,91,TEMUCO,9101,15 a 19,11279,11279,22558
5549,LA ARAUCANÍA,9,CAUTÍN,91,TEMUCO,9101,20 a 24,13276,13772,27048
5550,LA ARAUCANÍA,9,CAUTÍN,91,TEMUCO,9101,25 a 29,11974,12340,24314
5551,LA ARAUCANÍA,9,CAUTÍN,91,TEMUCO,9101,30 a 34,9766,10513,20279
5552,LA ARAUCANÍA,9,CAUTÍN,91,TEMUCO,9101,35 a 39,9011,9855,18866
5553,LA ARAUCANÍA,9,CAUTÍN,91,TEMUCO,9101,40 a 44,9013,10249,19262
5554,LA ARAUCANÍA,9,CAUTÍN,91,TEMUCO,9101,45 a 49,8455,9862,18317
5555,LA ARAUCANÍA,9,CAUTÍN,91,TEMUCO,9101,50 a 54,8221,9640,17861
5556,LA ARAUCANÍA,9,CAUTÍN,91,TEMUCO,9101,55 a 59,7062,8307,15369
5557,LA ARAUCANÍA,9,CAUTÍN,91,TEMUCO,9101,60 a 64,5690,6889,12579
5558,LA ARAUCANÍA,9,CAUTÍN,91,TEMUCO,9101,65 a 69,4264,5479,9743
5559,LA ARAUCANÍA,9,CAUTÍN,91,TEMUCO,9101,70 a 74,3209,4433,7642
5560,LA ARAUCANÍA,9,CAUTÍN,91,TEMUCO,9101,75 a 79,2220,3360,5580
5561,LA ARAUCANÍA,9,CAUTÍN,91,TEMUCO,9101,80 a 84,1369,2408,3777
5562,LA ARAUCANÍA,9,CAUTÍN,91,TEMUCO,9101,85 a 89,763,1656,2419
5563,LA ARAUCANÍA,9,CAUTÍN,91,TEMUCO,9101,90 a 94,303,684,987
5564,LA ARAUCANÍA,9,CAUTÍN,91,TEMUCO,9101,95 a 99,70,217,287
5565,LA ARAUCANÍA,9,CAUTÍN,91,TEMUCO,9101,100 o más,33,53,86
5566,LA ARAUCANÍA,9,CAUTÍN,91,CARAHUE,9102,Total Comunal,12202,12331,24533
5567,LA ARAUCANÍA,9,CAUTÍN,91,CARAHUE,9102,0 a 4,903,833,1736
5568,LA ARAUCANÍA,9,CAUTÍN,91,CARAHUE,9102,5 a 9,928,893,1821
5569,LA ARAUCANÍA,9,CAUTÍN,91,CARAHUE,9102,10 a 14,949,925,1874
5570,LA ARAUCANÍA,9,CAUTÍN,91,CARAHUE,9102,15 a 19,944,857,1801
5571,LA ARAUCANÍA,9,CAUTÍN,91,CARAHUE,9102,20 a 24,683,773,1456
5572,LA ARAUCANÍA,9,CAUTÍN,91,CARAHUE,9102,25 a 29,761,902,1663
5573,LA ARAUCANÍA,9,CAUTÍN,91,CARAHUE,9102,30 a 34,715,782,1497
5574,LA ARAUCANÍA,9,CAUTÍN,91,CARAHUE,9102,35 a 39,695,773,1468
5575,LA ARAUCANÍA,9,CAUTÍN,91,CARAHUE,9102,40 a 44,784,732,1516
5576,LA ARAUCANÍA,9,CAUTÍN,91,CARAHUE,9102,45 a 49,811,822,1633
5577,LA ARAUCANÍA,9,CAUTÍN,91,CARAHUE,9102,50 a 54,857,772,1629
5578,LA ARAUCANÍA,9,CAUTÍN,91,CARAHUE,9102,55 a 59,806,701,1507
5579,LA ARAUCANÍA,9,CAUTÍN,91,CARAHUE,9102,60 a 64,661,670,1331
5580,LA ARAUCANÍA,9,CAUTÍN,91,CARAHUE,9102,65 a 69,549,536,1085
5581,LA ARAUCANÍA,9,CAUTÍN,91,CARAHUE,9102,70 a 74,451,467,918
5582,LA ARAUCANÍA,9,CAUTÍN,91,CARAHUE,9102,75 a 79,348,380,728
5583,LA ARAUCANÍA,9,CAUTÍN,91,CARAHUE,9102,80 a 84,188,279,467
5584,LA ARAUCANÍA,9,CAUTÍN,91,CARAHUE,9102,85 a 89,113,146,259
5585,LA ARAUCANÍA,9,CAUTÍN,91,CARAHUE,9102,90 a 94,39,65,104
5586,LA ARAUCANÍA,9,CAUTÍN,91,CARAHUE,9102,95 a 99,14,16,30
5587,LA ARAUCANÍA,9,CAUTÍN,91,CARAHUE,9102,100 o más,3,7,10
5588,LA ARAUCANÍA,9,CAUTÍN,91,CUNCO,9103,Total Comunal,8765,8761,17526
5589,LA ARAUCANÍA,9,CAUTÍN,91,CUNCO,9103,0 a 4,564,566,1130
5590,LA ARAUCANÍA,9,CAUTÍN,91,CUNCO,9103,5 a 9,571,564,1135
5591,LA ARAUCANÍA,9,CAUTÍN,91,CUNCO,9103,10 a 14,612,567,1179
5592,LA ARAUCANÍA,9,CAUTÍN,91,CUNCO,9103,15 a 19,600,584,1184
5593,LA ARAUCANÍA,9,CAUTÍN,91,CUNCO,9103,20 a 24,514,533,1047
5594,LA ARAUCANÍA,9,CAUTÍN,91,CUNCO,9103,25 a 29,528,564,1092
5595,LA ARAUCANÍA,9,CAUTÍN,91,CUNCO,9103,30 a 34,461,488,949
5596,LA ARAUCANÍA,9,CAUTÍN,91,CUNCO,9103,35 a 39,442,475,917
5597,LA ARAUCANÍA,9,CAUTÍN,91,CUNCO,9103,40 a 44,583,594,1177
5598,LA ARAUCANÍA,9,CAUTÍN,91,CUNCO,9103,45 a 49,617,615,1232
5599,LA ARAUCANÍA,9,CAUTÍN,91,CUNCO,9103,50 a 54,660,545,1205
5600,LA ARAUCANÍA,9,CAUTÍN,91,CUNCO,9103,55 a 59,641,530,1171
5601,LA ARAUCANÍA,9,CAUTÍN,91,CUNCO,9103,60 a 64,517,536,1053
5602,LA ARAUCANÍA,9,CAUTÍN,91,CUNCO,9103,65 a 69,428,470,898
5603,LA ARAUCANÍA,9,CAUTÍN,91,CUNCO,9103,70 a 74,410,386,796
5604,LA ARAUCANÍA,9,CAUTÍN,91,CUNCO,9103,75 a 79,309,303,612
5605,LA ARAUCANÍA,9,CAUTÍN,91,CUNCO,9103,80 a 84,180,215,395
5606,LA ARAUCANÍA,9,CAUTÍN,91,CUNCO,9103,85 a 89,89,136,225
5607,LA ARAUCANÍA,9,CAUTÍN,91,CUNCO,9103,90 a 94,30,66,96
5608,LA ARAUCANÍA,9,CAUTÍN,91,CUNCO,9103,95 a 99,7,18,25
5609,LA ARAUCANÍA,9,CAUTÍN,91,CUNCO,9103,100 o más,2,6,8
5610,LA ARAUCANÍA,9,CAUTÍN,91,CURARREHUE,9104,Total Comunal,3821,3668,7489
5611,LA ARAUCANÍA,9,CAUTÍN,91,CURARREHUE,9104,0 a 4,287,283,570
5612,LA ARAUCANÍA,9,CAUTÍN,91,CURARREHUE,9104,5 a 9,326,294,620
5613,LA ARAUCANÍA,9,CAUTÍN,91,CURARREHUE,9104,10 a 14,281,274,555
5614,LA ARAUCANÍA,9,CAUTÍN,91,CURARREHUE,9104,15 a 19,271,255,526
5615,LA ARAUCANÍA,9,CAUTÍN,91,CURARREHUE,9104,20 a 24,229,266,495
5616,LA ARAUCANÍA,9,CAUTÍN,91,CURARREHUE,9104,25 a 29,275,274,549
5617,LA ARAUCANÍA,9,CAUTÍN,91,CURARREHUE,9104,30 a 34,265,265,530
5618,LA ARAUCANÍA,9,CAUTÍN,91,CURARREHUE,9104,35 a 39,273,237,510
5619,LA ARAUCANÍA,9,CAUTÍN,91,CURARREHUE,9104,40 a 44,252,229,481
5620,LA ARAUCANÍA,9,CAUTÍN,91,CURARREHUE,9104,45 a 49,243,242,485
5621,LA ARAUCANÍA,9,CAUTÍN,91,CURARREHUE,9104,50 a 54,242,235,477
5622,LA ARAUCANÍA,9,CAUTÍN,91,CURARREHUE,9104,55 a 59,187,190,377
5623,LA ARAUCANÍA,9,CAUTÍN,91,CURARREHUE,9104,60 a 64,206,161,367
5624,LA ARAUCANÍA,9,CAUTÍN,91,CURARREHUE,9104,65 a 69,143,162,305
5625,LA ARAUCANÍA,9,CAUTÍN,91,CURARREHUE,9104,70 a 74,110,115,225
5626,LA ARAUCANÍA,9,CAUTÍN,91,CURARREHUE,9104,75 a 79,109,87,196
5627,LA ARAUCANÍA,9,CAUTÍN,91,CURARREHUE,9104,80 a 84,72,57,129
5628,LA ARAUCANÍA,9,CAUTÍN,91,CURARREHUE,9104,85 a 89,37,22,59
5629,LA ARAUCANÍA,9,CAUTÍN,91,CURARREHUE,9104,90 a 94,10,17,27
5630,LA ARAUCANÍA,9,CAUTÍN,91,CURARREHUE,9104,95 a 99,2,1,3
5631,LA ARAUCANÍA,9,CAUTÍN,91,CURARREHUE,9104,100 o más,1,2,3
5632,LA ARAUCANÍA,9,CAUTÍN,91,FREIRE,9105,Total Comunal,12413,12193,24606
5633,LA ARAUCANÍA,9,CAUTÍN,91,FREIRE,9105,0 a 4,768,660,1428
5634,LA ARAUCANÍA,9,CAUTÍN,91,FREIRE,9105,5 a 9,895,822,1717
5635,LA ARAUCANÍA,9,CAUTÍN,91,FREIRE,9105,10 a 14,932,850,1782
5636,LA ARAUCANÍA,9,CAUTÍN,91,FREIRE,9105,15 a 19,960,893,1853
5637,LA ARAUCANÍA,9,CAUTÍN,91,FREIRE,9105,20 a 24,843,851,1694
5638,LA ARAUCANÍA,9,CAUTÍN,91,FREIRE,9105,25 a 29,815,794,1609
5639,LA ARAUCANÍA,9,CAUTÍN,91,FREIRE,9105,30 a 34,677,733,1410
5640,LA ARAUCANÍA,9,CAUTÍN,91,FREIRE,9105,35 a 39,666,722,1388
5641,LA ARAUCANÍA,9,CAUTÍN,91,FREIRE,9105,40 a 44,848,840,1688
5642,LA ARAUCANÍA,9,CAUTÍN,91,FREIRE,9105,45 a 49,892,898,1790
5643,LA ARAUCANÍA,9,CAUTÍN,91,FREIRE,9105,50 a 54,894,865,1759
5644,LA ARAUCANÍA,9,CAUTÍN,91,FREIRE,9105,55 a 59,848,777,1625
5645,LA ARAUCANÍA,9,CAUTÍN,91,FREIRE,9105,60 a 64,724,667,1391
5646,LA ARAUCANÍA,9,CAUTÍN,91,FREIRE,9105,65 a 69,546,516,1062
5647,LA ARAUCANÍA,9,CAUTÍN,91,FREIRE,9105,70 a 74,454,457,911
5648,LA ARAUCANÍA,9,CAUTÍN,91,FREIRE,9105,75 a 79,310,357,667
5649,LA ARAUCANÍA,9,CAUTÍN,91,FREIRE,9105,80 a 84,195,264,459
5650,LA ARAUCANÍA,9,CAUTÍN,91,FREIRE,9105,85 a 89,97,153,250
5651,LA ARAUCANÍA,9,CAUTÍN,91,FREIRE,9105,90 a 94,37,51,88
5652,LA ARAUCANÍA,9,CAUTÍN,91,FREIRE,9105,95 a 99,10,19,29
5653,LA ARAUCANÍA,9,CAUTÍN,91,FREIRE,9105,100 o más,2,4,6
5654,LA ARAUCANÍA,9,CAUTÍN,91,GALVARINO,9106,Total Comunal,6032,5964,11996
5655,LA ARAUCANÍA,9,CAUTÍN,91,GALVARINO,9106,0 a 4,456,415,871
5656,LA ARAUCANÍA,9,CAUTÍN,91,GALVARINO,9106,5 a 9,461,428,889
5657,LA ARAUCANÍA,9,CAUTÍN,91,GALVARINO,9106,10 a 14,492,465,957
5658,LA ARAUCANÍA,9,CAUTÍN,91,GALVARINO,9106,15 a 19,406,380,786
5659,LA ARAUCANÍA,9,CAUTÍN,91,GALVARINO,9106,20 a 24,388,409,797
5660,LA ARAUCANÍA,9,CAUTÍN,91,GALVARINO,9106,25 a 29,352,415,767
5661,LA ARAUCANÍA,9,CAUTÍN,91,GALVARINO,9106,30 a 34,342,375,717
5662,LA ARAUCANÍA,9,CAUTÍN,91,GALVARINO,9106,35 a 39,368,367,735
5663,LA ARAUCANÍA,9,CAUTÍN,91,GALVARINO,9106,40 a 44,369,356,725
5664,LA ARAUCANÍA,9,CAUTÍN,91,GALVARINO,9106,45 a 49,386,389,775
5665,LA ARAUCANÍA,9,CAUTÍN,91,GALVARINO,9106,50 a 54,451,395,846
5666,LA ARAUCANÍA,9,CAUTÍN,91,GALVARINO,9106,55 a 59,410,381,791
5667,LA ARAUCANÍA,9,CAUTÍN,91,GALVARINO,9106,60 a 64,316,285,601
5668,LA ARAUCANÍA,9,CAUTÍN,91,GALVARINO,9106,65 a 69,259,235,494
5669,LA ARAUCANÍA,9,CAUTÍN,91,GALVARINO,9106,70 a 74,209,223,432
5670,LA ARAUCANÍA,9,CAUTÍN,91,GALVARINO,9106,75 a 79,142,197,339
5671,LA ARAUCANÍA,9,CAUTÍN,91,GALVARINO,9106,80 a 84,116,122,238
5672,LA ARAUCANÍA,9,CAUTÍN,91,GALVARINO,9106,85 a 89,70,74,144
5673,LA ARAUCANÍA,9,CAUTÍN,91,GALVARINO,9106,90 a 94,30,40,70
5674,LA ARAUCANÍA,9,CAUTÍN,91,GALVARINO,9106,95 a 99,8,9,17
5675,LA ARAUCANÍA,9,CAUTÍN,91,GALVARINO,9106,100 o más,1,4,5
5676,LA ARAUCANÍA,9,CAUTÍN,91,GORBEA,9107,Total Comunal,6945,7469,14414
5677,LA ARAUCANÍA,9,CAUTÍN,91,GORBEA,9107,0 a 4,399,421,820
5678,LA ARAUCANÍA,9,CAUTÍN,91,GORBEA,9107,5 a 9,460,441,901
5679,LA ARAUCANÍA,9,CAUTÍN,91,GORBEA,9107,10 a 14,433,479,912
5680,LA ARAUCANÍA,9,CAUTÍN,91,GORBEA,9107,15 a 19,495,464,959
5681,LA ARAUCANÍA,9,CAUTÍN,91,GORBEA,9107,20 a 24,432,539,971
5682,LA ARAUCANÍA,9,CAUTÍN,91,GORBEA,9107,25 a 29,448,526,974
5683,LA ARAUCANÍA,9,CAUTÍN,91,GORBEA,9107,30 a 34,429,434,863
5684,LA ARAUCANÍA,9,CAUTÍN,91,GORBEA,9107,35 a 39,407,445,852
5685,LA ARAUCANÍA,9,CAUTÍN,91,GORBEA,9107,40 a 44,429,442,871
5686,LA ARAUCANÍA,9,CAUTÍN,91,GORBEA,9107,45 a 49,483,541,1024
5687,LA ARAUCANÍA,9,CAUTÍN,91,GORBEA,9107,50 a 54,517,538,1055
5688,LA ARAUCANÍA,9,CAUTÍN,91,GORBEA,9107,55 a 59,497,475,972
5689,LA ARAUCANÍA,9,CAUTÍN,91,GORBEA,9107,60 a 64,418,405,823
5690,LA ARAUCANÍA,9,CAUTÍN,91,GORBEA,9107,65 a 69,341,338,679
5691,LA ARAUCANÍA,9,CAUTÍN,91,GORBEA,9107,70 a 74,292,334,626
5692,LA ARAUCANÍA,9,CAUTÍN,91,GORBEA,9107,75 a 79,211,281,492
5693,LA ARAUCANÍA,9,CAUTÍN,91,GORBEA,9107,80 a 84,138,159,297
5694,LA ARAUCANÍA,9,CAUTÍN,91,GORBEA,9107,85 a 89,78,118,196
5695,LA ARAUCANÍA,9,CAUTÍN,91,GORBEA,9107,90 a 94,30,64,94
5696,LA ARAUCANÍA,9,CAUTÍN,91,GORBEA,9107,95 a 99,7,20,27
5697,LA ARAUCANÍA,9,CAUTÍN,91,GORBEA,9107,100 o más,1,5,6
5698,LA ARAUCANÍA,9,CAUTÍN,91,LAUTARO,9108,Total Comunal,18448,19565,38013
5699,LA ARAUCANÍA,9,CAUTÍN,91,LAUTARO,9108,0 a 4,1418,1373,2791
5700,LA ARAUCANÍA,9,CAUTÍN,91,LAUTARO,9108,5 a 9,1418,1473,2891
5701,LA ARAUCANÍA,9,CAUTÍN,91,LAUTARO,9108,10 a 14,1416,1341,2757
5702,LA ARAUCANÍA,9,CAUTÍN,91,LAUTARO,9108,15 a 19,1467,1403,2870
5703,LA ARAUCANÍA,9,CAUTÍN,91,LAUTARO,9108,20 a 24,1412,1522,2934
5704,LA ARAUCANÍA,9,CAUTÍN,91,LAUTARO,9108,25 a 29,1384,1486,2870
5705,LA ARAUCANÍA,9,CAUTÍN,91,LAUTARO,9108,30 a 34,1205,1342,2547
5706,LA ARAUCANÍA,9,CAUTÍN,91,LAUTARO,9108,35 a 39,1179,1206,2385
5707,LA ARAUCANÍA,9,CAUTÍN,91,LAUTARO,9108,40 a 44,1305,1364,2669
5708,LA ARAUCANÍA,9,CAUTÍN,91,LAUTARO,9108,45 a 49,1247,1361,2608
5709,LA ARAUCANÍA,9,CAUTÍN,91,LAUTARO,9108,50 a 54,1161,1216,2377
5710,LA ARAUCANÍA,9,CAUTÍN,91,LAUTARO,9108,55 a 59,981,1113,2094
5711,LA ARAUCANÍA,9,CAUTÍN,91,LAUTARO,9108,60 a 64,845,920,1765
5712,LA ARAUCANÍA,9,CAUTÍN,91,LAUTARO,9108,65 a 69,666,693,1359
5713,LA ARAUCANÍA,9,CAUTÍN,91,LAUTARO,9108,70 a 74,553,649,1202
5714,LA ARAUCANÍA,9,CAUTÍN,91,LAUTARO,9108,75 a 79,369,470,839
5715,LA ARAUCANÍA,9,CAUTÍN,91,LAUTARO,9108,80 a 84,234,321,555
5716,LA ARAUCANÍA,9,CAUTÍN,91,LAUTARO,9108,85 a 89,128,202,330
5717,LA ARAUCANÍA,9,CAUTÍN,91,LAUTARO,9108,90 a 94,45,81,126
5718,LA ARAUCANÍA,9,CAUTÍN,91,LAUTARO,9108,95 a 99,10,26,36
5719,LA ARAUCANÍA,9,CAUTÍN,91,LAUTARO,9108,100 o más,5,3,8
5720,LA ARAUCANÍA,9,CAUTÍN,91,LONCOCHE,9109,Total Comunal,11502,12110,23612
5721,LA ARAUCANÍA,9,CAUTÍN,91,LONCOCHE,9109,0 a 4,796,772,1568
5722,LA ARAUCANÍA,9,CAUTÍN,91,LONCOCHE,9109,5 a 9,887,903,1790
5723,LA ARAUCANÍA,9,CAUTÍN,91,LONCOCHE,9109,10 a 14,839,825,1664
5724,LA ARAUCANÍA,9,CAUTÍN,91,LONCOCHE,9109,15 a 19,881,792,1673
5725,LA ARAUCANÍA,9,CAUTÍN,91,LONCOCHE,9109,20 a 24,676,731,1407
5726,LA ARAUCANÍA,9,CAUTÍN,91,LONCOCHE,9109,25 a 29,729,770,1499
5727,LA ARAUCANÍA,9,CAUTÍN,91,LONCOCHE,9109,30 a 34,652,787,1439
5728,LA ARAUCANÍA,9,CAUTÍN,91,LONCOCHE,9109,35 a 39,649,791,1440
5729,LA ARAUCANÍA,9,CAUTÍN,91,LONCOCHE,9109,40 a 44,780,797,1577
5730,LA ARAUCANÍA,9,CAUTÍN,91,LONCOCHE,9109,45 a 49,766,757,1523
5731,LA ARAUCANÍA,9,CAUTÍN,91,LONCOCHE,9109,50 a 54,852,880,1732
5732,LA ARAUCANÍA,9,CAUTÍN,91,LONCOCHE,9109,55 a 59,739,775,1514
5733,LA ARAUCANÍA,9,CAUTÍN,91,LONCOCHE,9109,60 a 64,639,639,1278
5734,LA ARAUCANÍA,9,CAUTÍN,91,LONCOCHE,9109,65 a 69,539,588,1127
5735,LA ARAUCANÍA,9,CAUTÍN,91,LONCOCHE,9109,70 a 74,412,436,848
5736,LA ARAUCANÍA,9,CAUTÍN,91,LONCOCHE,9109,75 a 79,304,355,659
5737,LA ARAUCANÍA,9,CAUTÍN,91,LONCOCHE,9109,80 a 84,189,270,459
5738,LA ARAUCANÍA,9,CAUTÍN,91,LONCOCHE,9109,85 a 89,118,148,266
5739,LA ARAUCANÍA,9,CAUTÍN,91,LONCOCHE,9109,90 a 94,44,63,107
5740,LA ARAUCANÍA,9,CAUTÍN,91,LONCOCHE,9109,95 a 99,8,27,35
5741,LA ARAUCANÍA,9,CAUTÍN,91,LONCOCHE,9109,100 o más,3,4,7
5742,LA ARAUCANÍA,9,CAUTÍN,91,MELIPEUCO,9110,Total Comunal,3091,3047,6138
5743,LA ARAUCANÍA,9,CAUTÍN,91,MELIPEUCO,9110,0 a 4,198,174,372
5744,LA ARAUCANÍA,9,CAUTÍN,91,MELIPEUCO,9110,5 a 9,224,217,441
5745,LA ARAUCANÍA,9,CAUTÍN,91,MELIPEUCO,9110,10 a 14,203,207,410
5746,LA ARAUCANÍA,9,CAUTÍN,91,MELIPEUCO,9110,15 a 19,196,177,373
5747,LA ARAUCANÍA,9,CAUTÍN,91,MELIPEUCO,9110,20 a 24,183,188,371
5748,LA ARAUCANÍA,9,CAUTÍN,91,MELIPEUCO,9110,25 a 29,182,201,383
5749,LA ARAUCANÍA,9,CAUTÍN,91,MELIPEUCO,9110,30 a 34,181,189,370
